Ýrsaliye Tarihi,Ýrsaliye No,Resmi Belge No,Satýþ Tipi,Müþteri Ünvaný,Nakliyeci Ünvan,Plaka,Miktar, Nakliye Yerel Tutar , Nakliye Yerel Tutar Toplam , Nakliye Firma Tutar , Nakliye Firma Tutar Toplam ,Þehir
13/02/2023,"2,042",12424,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,NK CU 249,"23,760", -   , -   , -   , -   ,SPLIT
13/02/2023,"2,043",12425,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 7714 AM,"23,820", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,044",12426,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 9249 AK,"22,420", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,045",12427,Yurt Dýþý,BRODOMETALURGIJA DOO,BRODOMETALURGIJA DOO,NK CZ 994,"25,580", -   , -   , -   , -   ,SPLIT
13/02/2023,"2,046",12428,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 0798 BG,"27,660", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,047",12429,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 024 IE,"25,160", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,048",12430,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01908PN,"25,060", -   , -   , -   , -   ,VITI
13/02/2023,"2,049",12431,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB124GB,"25,400", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,050",12432,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB170HG,"8,500", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,051",12433,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,OH1105AC,"25,320", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,052",12434,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),PP011EL,"24,480", -   , -   , -   , -   ,NOVI SAD
13/02/2023,"2,053",12435,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,OH0388AD,"24,140", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,054",12436,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009HH,"33,500", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,055",12437,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB024HE,"31,700", -   , -   , -   , -   ,ELBASAN
13/02/2023,"2,056",12438,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),TR 4137 S,"33,360", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,057",12439,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 154 OL,"28,800", -   , -   , -   , -   ,LIPJAN
13/02/2023,"2,058",12440,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 439 AF,"24,100", -   , -   , -   , -   ,TETOVE
13/02/2023,"2,059",12441,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"32,640", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,060",12442,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 234 HC,"26,160", -   , -   , -   , -   ,TETOVE
13/02/2023,"2,061",12443,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 785 MN,"28,380", -   , -   , -   , -   ,LIPJAN
13/02/2023,"2,062",12444,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 024 IE,"25,280", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,063",12445,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB 330 GB,"24,380", -   , -   , -   , -   ,TETOVE
13/02/2023,"2,064",12446,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 327 OD,"26,480", -   , -   , -   , -   ,LIPJAN
13/02/2023,"2,065",12449,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 712 DT,"23,740", -   , -   , -   , -   ,VITI
13/02/2023,"2,066",12450,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 451 CU,"35,580", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,067",12451,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),AB 185 FF,"24,760", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,068",12452,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06925 ED,"27,400", -   , -   , -   , -   ,VITI
13/02/2023,"2,069",12453,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 741 BA,"31,960", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,070",12455,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,420", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,071",12456,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 846 PJ,"29,040", -   , -   , -   , -   ,GRACANICE
13/02/2023,"2,072",12457,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 596 PO,"29,860", -   , -   , -   , -   ,GRACANICE
13/02/2023,"2,073",12458,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),07 866 EB,"24,440", -   , -   , -   , -   ,NOVI SAD
13/02/2023,"2,074",12459,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 941 FS,"25,680", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,075",12462,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 139 FI,"25,620", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,077",12464,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 162 EN,"25,040", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,078",12465,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05936FS,"26,000", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,079",12463,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),AA 528 ZV,"31,960", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,080",12466,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 543 FY,"23,400", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,081",12467,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"32,840", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,082",12468,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AB 057 GE,"24,920", -   , -   , -   , -   ,SHKUP
13/02/2023,"2,083",12469,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 132 FI,"25,580", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,084",12471,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"34,380", -   , -   , -   , -   ,ELBASAN
13/02/2023,"2,085",12472,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB024HE,"33,500", -   , -   , -   , -   ,ELBASAN
13/02/2023,"2,086",12473,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009HH,"33,160", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,087",12474,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06246EO,"26,820", -   , -   , -   , -   ,VITI
13/02/2023,"2,088",12475,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),01417QQ,"24,900", -   , -   , -   , -   ,VITI
13/02/2023,"2,089",12477,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06245EO,"27,140", -   , -   , -   , -   ,VITI
13/02/2023,"2,090",12478,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB035GB,"31,020", -   , -   , -   , -   ,ELBASAN
13/02/2023,"2,091",12479,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 138 FI,"25,280", -   , -   , -   , -   ,FERIZAJ
13/02/2023,"2,092",12482,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),02 106 EN,"25,840", -   , -   , -   , -   ,VITI
13/02/2023,"2,093",12484,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"31,580", -   , -   , -   , -   ,ELBASAN
13/02/2023,"2,094",12485,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"38,260", -   , -   , -   , -   ,FUSHE KRUJE
13/02/2023,"2,095",12486,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),PP 039 JC,"24,500", -   , -   , -   , -   ,NOVI SAD
13/02/2023,"2,096",12487,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB 524 HJ,"19,160", -   , -   , -   , -   ,TIRANE
13/02/2023,"2,097",12488,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA 264 ED,"28,240", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,098",12489,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"30,540", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,099",12490,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"31,360", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,100",12491,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),NP 104 UF,"25,000", -   , -   , -   , -   ,VITI
14/02/2023,"2,101",12492,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,GV 7227 AD,"25,320", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,102",12493,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB741BA,"29,060", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,103",12494,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),NP 084 GI,"24,000", -   , -   , -   , -   ,NOVI SAD
14/02/2023,"2,104",12495,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 131 FN,"28,500", -   , -   , -   , -   ,VITI
14/02/2023,"2,105",12497,Yurt Dýþý,SS ALGA  (MONTENEGRO),SS ALGA  (MONTENEGRO),NK CC 861,"25,980", -   , -   , -   , -   ,PODGORICE
14/02/2023,"2,106",12498,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 794 UF,"23,640", -   , -   , -   , -   ,PRISHTINE
14/02/2023,"2,107",12499,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 134 FI,"25,480", -   , -   , -   , -   ,FERIZAJ
14/02/2023,"2,108",12500,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 738 OR,"26,940", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,109",12501,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 385 FN,"27,940", -   , -   , -   , -   ,VITI
14/02/2023,"2,110",122503,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 136 FI,"25,860", -   , -   , -   , -   ,FERIZAJ
14/02/2023,"2,111",12504,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,06 148 FO,"25,000", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,112",12505,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK 6081 BB,"22,040", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,113",12506,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),01 935 PD,"28,620", -   , -   , -   , -   ,PRISHTINE
14/02/2023,"2,114",12507,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 GL,"33,080", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,115",12509,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 761 CL,"28,680", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,116",12510,Yurt Ýçi,DRITAN SULAJ,MUSTERI,AB 301 KU,"34,860", 745.00 ," 25,970.70 ", 6.42 , 223.88 ,LUSHNJE
14/02/2023,"2,117",12511,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 HH,"34,300", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,118",12512,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06 802 FI,"24,300", -   , -   , -   , -   ,VITI
14/02/2023,"2,119",12513,Yurt Ýçi,FREDI HASIMLLARI,FREDI HASIMLLARI,KO 2319 B,"33,840", -   , -   , -   , -   ,KORCA
14/02/2023,"2,120",12514,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 999 UU,"33,400", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,121",12516,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,03 626 HO,"25,460", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,122",12517,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 136 CS,"32,500", -   , -   , -   , -   ,TIRANE
14/02/2023,"2,123",12518,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,06 275 DN,"25,200", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,124",12519,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),04 421 HM,"23,580", -   , -   , -   , -   ,VITI
14/02/2023,"2,125",12521,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04 854 GI,"23,660", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,126",12523,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 451 CU,"37,300", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,127",12524,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 399 VS,"24,600", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,128",12525,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,GV 9050 AE,"26,220", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,129",12527,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA 560 UC,"25,860", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,130",12530,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 5927 AT,"21,960", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,131",12531,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0320 AR,"22,600", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,132",12534,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 009 ER,"32,360", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,133",12536,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),PP 031 SB,"24,240", -   , -   , -   , -   ,NOVI SAD
14/02/2023,"2,134",12538,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"32,840", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,135",12539,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),NP 056 JA,"23,800", -   , -   , -   , -   ,NOVI SAD
14/02/2023,"2,136",12540,Yurt Ýçi,G.P.G COMPANY SHPK ,G.P.G COMPANY SHPK ,AB 974 CM,"30,200", -   , -   , -   , -   ,TIRANE
14/02/2023,"2,137",12541,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,SU 1009 AC,"25,800", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,138",12542,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 833 GL,"31,300", -   , -   , -   , -   ,FUSHE KRUJE
14/02/2023,"2,139",12543,Yurt Ýçi,RAFAELO SHPK   (MG),RAFAELO SHPK   (MG),AA 528 ZV,"32,720", -   , -   , -   , -   ,TIRANE
14/02/2023,"2,140",12544,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497 FX,"31,600", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,141",12545,Yurt Dýþý,METAL KOMERC LTD DOO (SIRBISTAN),METAL KOMERC LTD DOO (SIRBISTAN),NP 119 RD,"23,800", -   , -   , -   , -   ,NOVI SAD
14/02/2023,"2,142",12546,Yurt Ýçi,SAIMIR POKA SHPK,SAIMIR POKA SHPK,AA 848 BN,"10,480", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,143",12547,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 846 PJ,"30,120", -   , -   , -   , -   ,GRACANICE
14/02/2023,"2,144",12548,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 823 PO,"28,340", -   , -   , -   , -   ,GRACANICE
14/02/2023,"2,145",12549,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK 0213 AV,"21,720", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,146",12550,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,AA 522 YD,"22,100", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,147",12551,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK3156BE,"22,800", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,148",12552,Yurt Dýþý,VAM TRADE SHPK,VAM TRADE SHPK,01 596 PO,"29,880", -   , -   , -   , -   ,GRACANICE
14/02/2023,"2,149",12554,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 936 FS,"27,360", -   , -   , -   , -   ,FERIZAJ
14/02/2023,"2,150",12555,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05 132 FI,"27,160", -   , -   , -   , -   ,FERIZAJ
14/02/2023,"2,151",12557,Yurt Dýþý,METAL IN (KOSOVA),METAL IN (KOSOVA),05 921 FK,"25,820", -   , -   , -   , -   ,PRISHTINE
14/02/2023,"2,152",12558,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,01 753 SR,"24,100", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,153",12559,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA  853 SI,"25,000", -   , -   , -   , -   ,TETOVE
14/02/2023,"2,154",12560,Yurt Dýþý,EURO STEEL-MN,EURO STEEL-MN,05 796 FK,"27,180", -   , -   , -   , -   ,LIPJAN
14/02/2023,"2,155",12561,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 024 HE,"30,240", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,156",12562,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 401 DL,"31,880", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,157",12563,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),AB 834 EL,"26,520", -   , -   , -   , -   ,SHKUP
14/02/2023,"2,158",12564,Yurt Dýþý,HADID KM GROUP DOO,HADID KM GROUP DOO,NP 049 IB,"24,880", -   , -   , -   , -   ,NOVI PAZAR
14/02/2023,"2,159",12565,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AA 497FX,"33,060", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,160",12566,Yurt Ýçi,LARTI SHPK (A.ISAI),LARTI SHPK (A.ISAI),AB 035 GB,"32,420", -   , -   , -   , -   ,ELBASAN
14/02/2023,"2,161",12567,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB 107 DV,"37,340", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,162",12568,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009HH,"32,880", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,163",12569,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA264ED,"31,380", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,164",12570,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB999UU,"32,000", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,165",12571,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05162EN,"26,620", -   , -   , -   , -   ,FERIZAJ
15/02/2023,"2,166",12572,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),06246EO,"26,100", -   , -   , -   , -   ,VITI
15/02/2023,"2,167",12573,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06650FN,"26,940", -   , -   , -   , -   ,VITI
15/02/2023,"2,168",12574,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05941FS,"27,460", -   , -   , -   , -   ,FERIZAJ
15/02/2023,"2,169",12575,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06446EF,"25,880", -   , -   , -   , -   ,VITI
15/02/2023,"2,170",12576,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK9249AK,"22,780", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,171",12577,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06131FN,"26,480", -   , -   , -   , -   ,VITI
15/02/2023,"2,172",12578,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06936EL,"26,760", -   , -   , -   , -   ,VITI
15/02/2023,"2,173",12579,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK7714AM,"24,700", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,174",12580,Yurt Dýþý,UNITRADE SHPK (KOSOVA),UNITRADE SHPK (KOSOVA),04714EG,"26,640", -   , -   , -   , -   ,VITI
15/02/2023,"2,175",12581,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05138FI,"25,280", -   , -   , -   , -   ,FERIZAJ
15/02/2023,"2,176",12582,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009ER,"34,060", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,177",12583,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05139FI,"24,720", -   , -   , -   , -   ,FERIZAJ
15/02/2023,"2,178",12584,Yurt Dýþý,PROMET STEEL HOLDING DOOEL (Makedonya),PROMET STEEL HOLDING DOOEL (Makedonya),SK2216BD,"22,640", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,179",12585,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK6081BB,"21,460", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,181",12586,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06663DE,"22,840", -   , -   , -   , -   ,VITI
15/02/2023,"2,182",12587,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK0731BC,"21,840", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,183",12588,Yurt Dýþý,SHPK NDERIMI(KOSOVA),SHPK NDERIMI(KOSOVA),05823GH,"24,580", -   , -   , -   , -   ,FERIZAJ
15/02/2023,"2,184",12589,Yurt Ýçi,KONTAKT SHPK,KONTAKT SHPK,AB524HJ,"21,440", -   , -   , -   , -   ,TIRANE
15/02/2023,"2,185",12592,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AA611MY,"25,700", -   , -   , -   , -   ,TETOVE
15/02/2023,"2,186",12593,Yurt Dýþý,EURO ABI (KOSOVA),EURO ABI (KOSOVA),06697FI,"23,960", -   , -   , -   , -   ,VITI
15/02/2023,"2,187",12595,Yurt Dýþý,METAL MIX SHPK ,METAL MIX SHPK ,04526EG,"23,200", -   , -   , -   , -   ,LIPJAN
15/02/2023,"2,188",12596,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB999UU,"32,700", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,189",12597,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,GV3450AE,"25,400", -   , -   , -   , -   ,TETOVE
15/02/2023,"2,190",12598,Yurt Dýþý,DI GIPS  BULGARIA LTD,DI GIPS  BULGARIA LTD,AB565CZ,"25,300", -   , -   , -   , -   ,SOFIA
15/02/2023,"2,191",12599,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AB009GL,"34,740", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,192",12600,Yurt Dýþý,FOKUS TRADE BALKAN DOOEL,FOKUS TRADE BALKAN DOOEL,SK0798BG,"27,320", -   , -   , -   , -   ,SHKUP
15/02/2023,"2,193",12601,Yurt Dýþý,RRONI FER SHPK (KOSOVA),RRONI FER SHPK (KOSOVA),04921GM,"28,500", -   , -   , -   , -   ,GJAKOVE
15/02/2023,"2,194",12602,Yurt Ýçi,SHIJAKU SHPK (SHSH),SHIJAKU SHPK (SHSH),AA421EJ,"27,660", -   , -   , -   , -   ,FUSHE KRUJE
15/02/2023,"2,195",12603,Yurt Dýþý,STIL ZELEZO DOOEL ,STIL ZELEZO DOOEL ,AB235HS,"25,500", -   , -   , -   , -   ,TETOVE
