Ýrsaliye No,Resmi Belge No,Plaka No,Stok Kodu,Stok Adý,Miktar,Birim,Müþteri Ünvaný,Ýrsaliye Tarihi
"6,371",4120,                                                            ,DM.00.010,8 Hekur Periodik,"12,180",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,371",4120,                                                            ,DM.00.020,10 Hekur Periodik,"2,200",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,371",4120,                                                            ,EM.00.025,12 Hekur Periodik,"2,600",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,371",4120,                                                            ,EM.00.035,16 Hekur Periodik,"5,300",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,371",4120,                                                            ,EM.00.040,18 Hekur Periodik,"5,400",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,371",4120,                                                            ,EM.00.045,20 Hekur Periodik,"5,300",KG,LARTI SHPK (A.ISAI),02/05/2023
"6,372",4121,                                                            ,DM.00.010,8 Hekur Periodik,"2,020",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,372",4121,                                                            ,DM.00.025,12 Hekur Periodik,"8,280",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,372",4121,                                                            ,DM.00.030,14 Hekur Periodik,"8,300",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,372",4121,                                                            ,DM.00.035,16 Hekur Periodik,"4,060",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,372",4121,                                                            ,DM.00.045,20 Hekur Periodik,"6,560",KG,SHIJAKU SHPK (SHSH),02/05/2023
"6,373",4122,                                                            ,DM.00.010,8 Hekur Periodik,"13,760",KG,KONTAKT SHPK,02/05/2023
"6,373",4122,                                                            ,DM.00.020,10 Hekur Periodik,"4,200",KG,KONTAKT SHPK,02/05/2023
"6,373",4122,                                                            ,EM.00.025,12 Hekur Periodik,"5,200",KG,KONTAKT SHPK,02/05/2023
"6,373",4122,                                                            ,EM.00.040,18 Hekur Periodik,"8,100",KG,KONTAKT SHPK,02/05/2023
"6,373",4122,                                                            ,EM.00.050,22 Hekur Periodik,"2,000",KG,KONTAKT SHPK,02/05/2023
"6,374",4123,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,280",KG,CWI-ALBANIA SHA_HEKUR,02/05/2023
"6,375",4124,                                                            ,DM.00.010,8 Hekur Periodik,"21,780",KG,METAL MIX SHPK ,02/05/2023
"6,376",4125,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,320",KG,CWI-ALBANIA SHA_HEKUR,02/05/2023
"6,377",4126,                                                            ,EM.00.025,12 Hekur Periodik,"13,200",KG,STERKAJ SHPK ,02/05/2023
"6,377",4126,                                                            ,EM.00.030,14 Hekur Periodik,"13,340",KG,STERKAJ SHPK ,02/05/2023
"6,378",4127,                                                            ,DM.00.025,12 Hekur Periodik,"22,900",KG,RRONI FER SHPK (KOSOVA),02/05/2023
"6,378",4127,                                                            ,EM.00.025,12 Hekur Periodik,"5,200",KG,RRONI FER SHPK (KOSOVA),02/05/2023
"2,904",414,                                                            ,DM.00.010,8 Hekur Periodik,"15,880",KG,VAM TRADE SHPK,27/02/2023
"2,904",414,                                                            ,DM.00.040,18 Hekur Periodik,"12,460",KG,VAM TRADE SHPK,27/02/2023
"6,379",4144,                                                            ,EM.00.035,16 Hekur Periodik,"30,200",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,379",4144,                                                            ,EM.00.050,22 Hekur Periodik,"4,100",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,380",4145,                                                            ,DM.00.010,8 Hekur Periodik,"10,300",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,380",4145,                                                            ,DM.00.025,12 Hekur Periodik,"19,060",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,380",4145,                                                            ,EM.00.045,20 Hekur Periodik,"10,400",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,381",4146,                                                            ,DM.00.010,8 Hekur Periodik,"5,800",KG,DYRRAH SPED SHPK,03/05/2023
"6,381",4146,                                                            ,DM.00.030,14 Hekur Periodik,"5,760",KG,DYRRAH SPED SHPK,03/05/2023
"6,381",4146,                                                            ,EM.00.025,12 Hekur Periodik,"2,500",KG,DYRRAH SPED SHPK,03/05/2023
"6,381",4146,                                                            ,EM.00.035,16 Hekur Periodik,"7,600",KG,DYRRAH SPED SHPK,03/05/2023
"6,381",4146,                                                            ,EM.00.040,18 Hekur Periodik,"2,700",KG,DYRRAH SPED SHPK,03/05/2023
"6,382",4147,                                                            ,DM.00.015,9 Hekur Periodik,"8,100",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,382",4147,                                                            ,DM.00.025,12 Hekur Periodik,"14,740",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,382",4147,                                                            ,DM.00.030,14 Hekur Periodik,"2,100",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,382",4147,                                                            ,DM.00.035,16 Hekur Periodik,"6,300",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,382",4147,                                                            ,EM.00.040,18 Hekur Periodik,"2,800",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,383",4148,                                                            ,DM.00.010,8 Hekur Periodik,"16,400",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,383",4148,                                                            ,EM.00.050,22 Hekur Periodik,"16,300",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,385",4149,                                                            ,DM.00.010,8 Hekur Periodik,"2,100",KG,DESARET COMPANY,03/05/2023
"6,385",4149,                                                            ,DM.00.020,10 Hekur Periodik,"15,420",KG,DESARET COMPANY,03/05/2023
"6,385",4149,                                                            ,EM.00.025,12 Hekur Periodik,"15,600",KG,DESARET COMPANY,03/05/2023
"6,386",4151,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,440",KG,CWI-ALBANIA SHA_HEKUR,03/05/2023
"6,387",4152,                                                            ,DM.00.010,8 Hekur Periodik,"9,880",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,387",4152,                                                            ,DM.00.015,9 Hekur Periodik,"4,100",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,387",4152,                                                            ,DM.00.025,12 Hekur Periodik,"8,300",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,387",4152,                                                            ,DM.00.030,14 Hekur Periodik,"4,100",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,387",4152,                                                            ,EM.00.045,20 Hekur Periodik,"8,100",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,390",4153,                                                            ,DM.00.025,12 Hekur Periodik,"6,200",KG,METAL MIX SHPK ,03/05/2023
"6,390",4153,                                                            ,DM.00.055,25 Hekur Periodik,"9,240",KG,METAL MIX SHPK ,03/05/2023
"6,390",4153,                                                            ,EM.00.025,12 Hekur Periodik,"7,300",KG,METAL MIX SHPK ,03/05/2023
"6,391",4154,                                                            ,DM.00.025,12 Hekur Periodik,"23,340",KG,UNITRADE SHPK (KOSOVA),03/05/2023
"6,391",4154,                                                            ,EM.00.025,12 Hekur Periodik,"2,600",KG,UNITRADE SHPK (KOSOVA),03/05/2023
"6,392",4156,                                                            ,DM.00.060,28 Hekur Periodik,"24,680",KG,STIL ZELEZO DOOEL ,03/05/2023
"6,393",4157,                                                            ,DM.00.030,14 Hekur Periodik,"12,320",KG,DESARET COMPANY,03/05/2023
"6,393",4157,                                                            ,EM.00.035,16 Hekur Periodik,"5,200",KG,DESARET COMPANY,03/05/2023
"6,393",4157,                                                            ,EM.00.040,18 Hekur Periodik,"8,100",KG,DESARET COMPANY,03/05/2023
"6,393",4157,                                                            ,EM.00.045,20 Hekur Periodik,"2,900",KG,DESARET COMPANY,03/05/2023
"6,394",4159,                                                            ,DM.00.010,8 Hekur Periodik,"4,200",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,394",4159,                                                            ,DM.00.015,9 Hekur Periodik,"2,100",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,394",4159,                                                            ,DM.00.025,12 Hekur Periodik,"19,700",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,395",4160,                                                            ,DM.00.010,8 Hekur Periodik,"12,100",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,395",4160,                                                            ,DM.00.025,12 Hekur Periodik,"14,360",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,396",4161,                                                            ,DM.00.015,9 Hekur Periodik,"15,100",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,396",4161,                                                            ,DM.00.025,12 Hekur Periodik,"8,400",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,396",4161,                                                            ,EM.00.025,12 Hekur Periodik,"2,600",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,397",4162,                                                            ,DM.00.010,8 Hekur Periodik,"6,200",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,397",4162,                                                            ,DM.00.015,9 Hekur Periodik,"6,300",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,397",4162,                                                            ,DM.00.025,12 Hekur Periodik,"14,660",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,398",4163,                                                            ,DM.00.010,8 Hekur Periodik,"26,620",KG,METAL IN (KOSOVA),03/05/2023
"6,399",4167,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,FUSHA SHPK,03/05/2023
"6,399",4167,                                                            ,DM.00.020,10 Hekur Periodik,"24,620",KG,FUSHA SHPK,03/05/2023
"6,399",4167,                                                            ,EM.00.025,12 Hekur Periodik,"4,500",KG,FUSHA SHPK,03/05/2023
"6,399",4167,                                                            ,EM.00.025,12 Hekur Periodik,720,KG,FUSHA SHPK,03/05/2023
"6,402",4168,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,380",KG,CWI-ALBANIA SHA_HEKUR,03/05/2023
"6,401",4169,                                                            ,EM.02.100," 5,5 Hekur Katanke ","25,320",KG,CWI-ALBANIA SHA_HEKUR,03/05/2023
"6,400",4170,                                                            ,DM.00.010,8 Hekur Periodik,"32,360",KG,SHIJAKU SHPK (SHSH),03/05/2023
"6,403",4171,                                                            ,DM.00.010,8 Hekur Periodik,"4,000",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,403",4171,                                                            ,DM.00.015,9 Hekur Periodik,"10,200",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,403",4171,                                                            ,DM.00.025,12 Hekur Periodik,"12,540",KG,SHPK NDERIMI(KOSOVA),03/05/2023
"6,404",4172,                                                            ,DM.00.015,9 Hekur Periodik,"18,000",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,404",4172,                                                            ,DM.00.030,14 Hekur Periodik,"14,180",KG,LARTI SHPK (A.ISAI),03/05/2023
"6,405",4173,                                                            ,DM.00.010,8 Hekur Periodik,"4,100",KG,RRONI FER SHPK (KOSOVA),03/05/2023
"6,405",4173,                                                            ,DM.00.015,9 Hekur Periodik,"8,200",KG,RRONI FER SHPK (KOSOVA),03/05/2023
"6,405",4173,                                                            ,DM.00.025,12 Hekur Periodik,"13,860",KG,RRONI FER SHPK (KOSOVA),03/05/2023
"6,406",4174,                                                            ,DM.00.025,12 Hekur Periodik,"25,940",KG,SHPK NDERIMI(KOSOVA),03/05/2023
